Work Order,Activity Code,Name,Scion,Rootstock,Bin Number,Piece Row Position,Internal ID,Tray Type,Scion Material Type,Budwood Source,Rootstock Material Type,Rootstock Source,Label Color,Quantity,Crop,Scion Patent,Rootstock Patent,Lot Number,Labels Needed,Scion Label Color,Rootstock Label Color,Last Updated,SCRIPT_VERSION
WO745,Pre-Ship Sorting - 100mm,Prune | French Prune | Krymsk® 86 | 100mm 8 | Pre-ship,French Prune,Krymsk® 86,Shadehouse #03-E,,14446,100mm 8,Bench Graft,Prune North,Hardwood Cutting,Prune South,Dark Blue,138,Prune,,,2026,17.25,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4750,Potting Up - 80mm,Walnut Rootstock | | J1 | 80mm 15 |,,J1,Shadehouse #03-E,,23487,80mm 15,,,Outside Source,UCD Pomology,,139,Walnut Rootstock,,,| | Outside Source | UCD Pomology,9.27,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1118,Potting Up - 80mm,Raspberry | Heritage | | 80mm 15 |,Heritage,,Greenhouse #02,,34655,80mm 15,,,TC,SG Micropropagation,Lime,139,Raspberry,,,| | TC | SG Micropropagation,9.27,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5015,Pre-Ship Sorting - 80mm,"Cherry | Chelan™ ""PC 7146-23"" | Colt | 80mm 15 | Pre-Ship","Chelan™ ""PC 7146-23""",Colt,High Tunnels #05-A,,31668,80mm 15,Dormant Budwood,Prune North,TC,SG Micropropagation,Red,139,Cherry,,,2026,9.27,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4687,Field Planting - 80mm,"Cherry | Chelan™ ""PC 7146-23"" | Colt | Field Tree |","Chelan™ ""PC 7146-23""",Colt,Block #30 - Row #187,,27424,Field Tree,Dormant Budwood,Prune North,TC,SG Micropropagation,Red,139,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3800,Budding - 100mm,Apple | Tasty Red™ | Bud 118 | 100mm 8 |,Tasty Red™,Bud 118,Shadehouse #04-W,,38565,100mm 8,Dormant Budwood,Varieties International,Liner,Treco,Orange,141,Apple,,,Dormant Budwood | Varieties International | Liner | Treco,17.63,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2339,Propagation Material Processing - Bud,Apple | Tasty Red™ | | |,Tasty Red™,,Cold Storage,,38559,- None -,Dormant Budwood,Varieties International,,,- None -,141,Apple,,,Dormant Budwood | Varieties International | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5141,Initiation - 20mm,Cherry Rootstock | | RSCH Rootstock | 20mm 144 |,,RSCH Rootstock,- None -,,36031,20mm 144,,,,,,144,Cherry Rootstock,,,| CVA-T1-RVL4-10D,1,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4641,Budding - 100mm,Peach (Freestone) | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36224,100mm 8,,,,,Turquoise,144,Peach (Freestone),,,Juneprince | Viking,18,Turquoise,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4507,Initiation - 35mm,Walnut Rootstock | | RSCH Rootstock | 35mm 72 |,,RSCH Rootstock,Acc Grow Room,,36376,35mm 72,,,,,,144,Walnut Rootstock,,,| CG-T1-JesseOP-6-13C,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO380,Initiation - 35mm,Raspberry | Heritage | | 35mm 72 |,Heritage,,- None -,,34647,35mm 72,,,TC,SG Micropropagation,Lime,144,Raspberry,,,| | TC | SG Micropropagation,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4508,Initiation - 35mm,Walnut Rootstock | | RSCH Rootstock | 35mm 72 |,,RSCH Rootstock,Acc Grow Room,,36376,35mm 72,,,,,,144,Walnut Rootstock,,,| CG-T1-JesseOP-6-6C,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3817,Sorting - 35mm,Walnut Rootstock | | RSCH Rootstock | 35mm 72 |,,RSCH Rootstock,Acclimation #32,,36376,35mm 72,,,,,,144,Walnut Rootstock,,,| CG-T1-JesseOP-6-13C,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4637,Budding - 100mm,Peach (Freestone) | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36224,100mm 8,,,,,Turquoise,144,Peach (Freestone),,,Juneprince | Nemaguard,18,Turquoise,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3815,Sorting - 35mm,Walnut Rootstock | | RSCH Rootstock | 35mm 72 |,,RSCH Rootstock,Acclimation #32,,36376,35mm 72,,,,,,144,Walnut Rootstock,,,| CG-T1-JesseOP-6-6C,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4639,Budding - 100mm,Peach (Freestone) | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36224,100mm 8,,,,,Turquoise,144,Peach (Freestone),,,Juneprince | MP-29,18,Turquoise,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO898,Sorting - 35mm,Olive | Todolivo I-31 | | 35mm 72 |,Todolivo I-31,,Acclimation #40,,34245,35mm 72,,,Softwood Cutting,Block #23,Blue,144,Olive,,,| | Softwood Cutting | Block #23,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4640,Budding - 100mm,Peach (Freestone) | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36224,100mm 8,,,,,Turquoise,144,Peach (Freestone),,,Juneprince | Controller 6™,18,Turquoise,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4515,Initiation - 35mm,Walnut Rootstock | | RSCH Rootstock | 35mm 72 |,,RSCH Rootstock,Acc Grow Room,,36376,35mm 72,,,,,,144,Walnut Rootstock,,,FAD2-T1-CR2-351A |,0,Yellow,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2347,Initiation - 20mm,Cherry Rootstock | | RSCH Rootstock | 20mm 144 |,,RSCH Rootstock,Acclimation #24,,36031,20mm 144,,,,,,144,Cherry Rootstock,,,| CVA-T1-RVL4-10C,1,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3818,Potting Up - 80mm,Walnut Rootstock | | RSCH Rootstock | 80mm 15 |,,RSCH Rootstock,Greenhouse #02,,36377,80mm 15,,,,,,144,Walnut Rootstock,,,| CG-T1-JesseOP-6-13C,9.6,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3816,Potting Up - 80mm,Walnut Rootstock | | RSCH Rootstock | 80mm 15 |,,RSCH Rootstock,Greenhouse #02,,36377,80mm 15,,,,,,144,Walnut Rootstock,,,| CG-T1-JesseOP-6-6C,9.6,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO896,Sorting - 35mm,Olive | Todolivo I-16 | | 35mm 72 |,Todolivo I-16,,Acclimation #40,,34197,35mm 72,,,Softwood Cutting,Block #23,Lime,144,Olive,,,| | Softwood Cutting | Block #23,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3579,Pre-Ship Sorting - 100mm,Peach (Freestone) | Zee Lady | Krymsk® 86 | 100mm 8 | Pre-ship,Zee Lady,Krymsk® 86,High Tunnels #06-B,,15434,100mm 8,,,,,Orange,148,Peach (Freestone),,,2026,18.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2279,Budding - 40mm,Mandarin | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,Research GH Y,,36148,40mm 50,,,,,Apple Green,150,Mandarin,,,Tango | Swingle,3,Apple Green,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5172,Pre-Ship Sorting - 80mm,Cherry | Sweetheart | Krymsk® 5 | 80mm 15 | Pre-ship,Sweetheart,Krymsk® 5,High Tunnels #05-B,,15303,80mm 15,,,,,Lime,150,Cherry,,,2026,10,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4335,Sorting - 40mm,Fruit and Nut Rootstock | | SG1® Titan | 40mm 34 |,,SG1® Titan,Greenhouse #02,,23798,40mm 34,,,TC,SG Micropropagation,,150,Fruit and Nut Rootstock,,,| | TC | SG Micropropagation,4.41,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3013,Initiation - 35mm,Walnut Rootstock | | RSCH Rootstock | 35mm 72 |,,RSCH Rootstock,Acc Grow Room,,36376,35mm 72,,,,,,150,Walnut Rootstock,,,| CG-T1-JesseOP-6-13C,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2856,Propagation Material Processing - Bud,Cherry | SPC383 | | |,SPC383,,Cold Storage,,44468,- None -,Dormant Budwood,Summerland Research & Development Center,,,Orange,150,Cherry,,,Dormant Budwood | Summerland Research & Development Center | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2735,Propagation Material Processing - Bud,Cherry | SPC383 | | |,SPC383,,Cold Storage,,44468,- None -,Dormant Budwood,Summerland Research & Development Center,,,Orange,150,Cherry,,,Dormant Budwood | Summerland Research & Development Center | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2059,Budding - 40mm,Lemon | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,Research GH Y,,36123,40mm 50,,,,,Yellow,150,Lemon,,,Improved Meyer | Swingle,3,Yellow,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4701,Budding - Field Tree,Cherry | SPC414 | Mazzard | Field Tree |,SPC414,Mazzard,Block #30 - Row #168,,45736,Field Tree,Dormant Budwood,Summerland Research & Development Center,Liner,Central Washington Nursery,Grey,150,Cherry,,,Dormant Budwood | Summerland Research & Development Center | Liner | Central Washington Nursery | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2974,Budding - 80mm,Cherry | Black Tartarian | Colt | 80mm 15 |,Black Tartarian,Colt,High Tunnel #05,,24945,80mm 15,Dormant Budwood,Prune North,TC,SG Micropropagation,Red,150,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation,10,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2973,Budding - 80mm,"Cherry | Chelan™ ""PC 7146-23"" | Colt | 80mm 15 |","Chelan™ ""PC 7146-23""",Colt,High Tunnel #05,,31669,80mm 15,Dormant Budwood,Prune North,TC,SG Micropropagation,Red,150,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation,10,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3012,Initiation - 35mm,Walnut Rootstock | | RSCH Rootstock | 35mm 72 |,,RSCH Rootstock,Acc Grow Room,,36376,35mm 72,,,,,,150,Walnut Rootstock,,,| CG-T1-JesseOP-6-6C,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2734,Propagation Material Processing - Bud,Cherry | SPC414 | | |,SPC414,,Cold Storage,,34845,- None -,Dormant Budwood,Summerland Research & Development Center,,,Tan,150,Cherry,,,Dormant Budwood | Summerland Research & Development Center | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2053,Budding - 40mm,Mandarin | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,Research GH Y,,36148,40mm 50,,,,,Fuchsia,150,Mandarin,,,Frost Owari | Swingle,3,Fuchsia,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4378,Sorting - 80mm,Cherry | Black Tartarian | Colt | 80mm 15 |,Black Tartarian,Colt,High Tunnels #05-A,,24945,80mm 15,Dormant Budwood,Prune North,TC,SG Micropropagation,Red,150,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation,10,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4377,Sorting - 80mm,"Cherry | Chelan™ ""PC 7146-23"" | Colt | 80mm 15 |","Chelan™ ""PC 7146-23""",Colt,High Tunnels #05-A,,31669,80mm 15,Dormant Budwood,Prune North,TC,SG Micropropagation,Red,150,Cherry,,,Dormant Budwood | Prune North | TC | SG Micropropagation,10,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5164,Pre-Ship Sorting - 100mm,Nectarine | Independence Nectarine | Krymsk® 86 | 100mm 8 | Pre-ship,Independence Nectarine,Krymsk® 86,High Tunnels #06-D,,14602,100mm 8,,,,,Gold,150,Nectarine,,,2026,18.75,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5163,Pre-Ship Sorting - 100mm,Peach (Freestone) | Earligrande | Krymsk® 86 | 100mm 8 | Pre-ship,Earligrande,Krymsk® 86,High Tunnels #06-B,,14264,100mm 8,,,,,Turquoise,150,Peach (Freestone),,,2026,18.75,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5452,Pre-Ship Sorting - 100mm,Orange | Moro Blood | Carrizo | 100mm 8 | Pre-Ship,Moro Blood,Carrizo,GH #07 - Zone #02,,29385,100mm 8,,,,,Red,150,Orange,,,2026,18.75,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4702,Budding - Field Tree,Cherry | SPC342 | Mazzard | Field Tree |,SPC342,Mazzard,Block #30 - Row #168,,45715,Field Tree,Dormant Budwood,Block #23,Liner,Central Washington Nursery,Orange,150,Cherry,,,Dormant Budwood | Block #23 | Liner | Central Washington Nursery | 2027,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4129,Pre-Ship Sorting - 40mm,Cherry Rootstock | | Colt | 40mm 50 | Pre-ship,,Colt,- None -,,12988,40mm 50,,,,,,150,Cherry Rootstock,,,2026,3,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2742,Propagation Material Processing - Bud,Cherry | SPC355 | | |,SPC355,,Cold Storage,,44368,- None -,Dormant Budwood,Summerland Research & Development Center,,,Turquoise,150,Cherry,,,Dormant Budwood | Summerland Research & Development Center | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5450,Pre-Ship Sorting - 100mm,Nectarine | Snow Queen | Krymsk® 86 | 100mm 8 | Pre-ship,Snow Queen,Krymsk® 86,High Tunnels #06-B,,15219,100mm 8,,,,,Grey,150,Nectarine,,,2026,18.75,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2605,Pre-Ship Sorting - 100mm,Cherry | Royal Hazel (USPP #19920) | Maxma® 14 | 100mm 8 | Pre-ship,Royal Hazel (USPP #19920),Maxma® 14,Shadehouse #04-E,,15072,100mm 8,,,,,Dark Blue,153,Cherry,,,2026,19.13,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1038,Propagation Material Processing - Bud,Nectarine | 5630-21 | | |,5630-21,,Cold Storage,,36882,- None -,Dormant Budwood,Foundation Plant Services,,,Apple Green,160,Nectarine,,,Dormant Budwood | Foundation Plant Services | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5537,Pre-Ship Sorting - 100mm,Peach (Freestone) | Flamin' Fury® PF 5D Big | Krymsk® 86 | 100mm 8 | Pre-ship,Flamin' Fury® PF 5D Big,Krymsk® 86,High Tunnels #06-B,,14390,100mm 8,,,,,Brown,160,Peach (Freestone),,,2026,20,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1657,Pre-Ship Sorting - 100mm,Almond | Fritz | Krymsk® 86 | 100mm 8 | Pre-ship,Fritz,Krymsk® 86,Shadehouse #04-E,,14460,100mm 8,,,,,Mint,160,Almond,,,,20,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3923,Potting Up - 100mm,Almond | Monterey | Krymsk® 86 | 100mm 8 |,Monterey,Krymsk® 86,Shadehouse #04-E,,26197,100mm 8,Omega,Prune North,Hardwood Cutting,Prune South,Yellow,160,Almond,,,Omega | Prune North | Hardwood Cutting | Prune South,20,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1037,Propagation Material Processing - Bud,Nectarine | US9-2021 | | |,US9-2021,,Cold Storage,,36896,- None -,Dormant Budwood,Foundation Plant Services,,,Apple Green,160,Nectarine,,,Dormant Budwood | Foundation Plant Services | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3047,Budding - 80mm,Cherry | SPC342 | Maxma® 14 | 80mm 15 |,SPC342,Maxma® 14,High Tunnel #05,,44757,80mm 15,Dormant Budwood,Block #23,TC,SG Micropropagation,Pink,160,Cherry,,,Dormant Budwood | Block #23 | TC | SG Micropropagation,10.67,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1040,Propagation Material Processing - Bud,Peach (Freestone) | D343-25 | | |,D343-25,,Cold Storage,,36898,- None -,Dormant Budwood,Foundation Plant Services,,,Apple Green,160,Peach (Freestone),,,Dormant Budwood | Foundation Plant Services | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO971,Propagation Material Processing - Bud,Cherry | Cheery Cupid™ | | |,Cheery Cupid™,,Cold Storage,,25134,- None -,Dormant Budwood,Foundation Plant Services,,,Lime,160,Cherry,,,Dormant Budwood | Foundation Plant Services | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3040,Budding - 80mm,Cherry | SPC414 | Maxma® 14 | 80mm 15 |,SPC414,Maxma® 14,High Tunnel #05,,44820,80mm 15,Dormant Budwood,Summerland Research & Development Center,TC,SG Micropropagation,Red,160,Cherry,,,Dormant Budwood | Summerland Research & Development Center | TC | SG Micropropagation,10.67,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1039,Propagation Material Processing - Bud,Nectarine | TN336-20 | | |,TN336-20,,Cold Storage,,36904,- None -,Dormant Budwood,Foundation Plant Services,,,Blue,160,Nectarine,,,Dormant Budwood | Foundation Plant Services | |,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1008,Propagation Material Processing - Bud,Cherry | RSCH Scion | | |,RSCH Scion,,Cold Storage,,36012,- None -,Dormant Budwood,Foundation Plant Services,,,- None -,160,Cherry,,,IFG Selections 07C210-069-033 |,0,Turquoise,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
